"","LCM_15","LCM_16","LCM_20","LCM_21","LCM_26","LCM_27","LCM_4","LCM_5","LCM_8","LCM_9"
"Pocillopora_acuta_HIv2___RNAseq.g28166.t1",80,38,217,72,42,70,33,26,23,19
"Pocillopora_acuta_HIv2___RNAseq.g28167.t1",87,83,550,503,8,74,0,9,1276,12
"Pocillopora_acuta_HIv2___RNAseq.g28169.t1",521,5,293,6,434,13,0,404,3,0
"Pocillopora_acuta_HIv2___RNAseq.g28172.t1",14,0,38,0,25,37,0,42,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28177.t1",10,52,29,30,24,42,0,279,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28179.t1",1101,2203,1621,1348,2116,1675,1586,2098,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28180.t1",2100,716,1349,396,1273,1191,1733,684,608,0
"Pocillopora_acuta_HIv2___RNAseq.g28184.t1",275,400,456,0,351,0,1464,165,0,0
"Pocillopora_acuta_HIv2___TS.g10969.t1",319,526,309,0,295,0,1002,32,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28187.t1",142,959,1448,301,884,664,219,1869,2021,0
"Pocillopora_acuta_HIv2___RNAseq.g28188.t1",442,0,712,642,2270,982,3444,835,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28193.t1",250,1258,0,0,625,551,0,152,84,2349
"Pocillopora_acuta_HIv2___RNAseq.g28194.t1a",354,411,161,583,740,68,1835,415,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28194.t1b",563,83,543,460,1125,563,0,803,608,0
"Pocillopora_acuta_HIv2___RNAseq.g28195.t1",1137,9449,2417,3516,1781,8189,5715,5399,289,6861
"Pocillopora_acuta_HIv2___RNAseq.g28196.t1",25,323,72,339,90,52,241,131,0,29
"Pocillopora_acuta_HIv2___RNAseq.g28198.t1",302,0,789,127,913,94,337,898,146,36
"Pocillopora_acuta_HIv2___RNAseq.g28199.t1",107,42,560,301,123,898,0,327,250,0
"Pocillopora_acuta_HIv2___RNAseq.g28202.t1",4911,0,7231,1668,6766,0,0,3170,5422,0
"Pocillopora_acuta_HIv2___RNAseq.g28203.t1",2310,0,3830,314,4129,2700,978,3510,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28204.t1",2629,900,4248,3894,4359,5006,1452,5497,2058,2258
"Pocillopora_acuta_HIv2___RNAseq.g28205.t1",368,46,0,619,25,1114,0,28,279,39
"Pocillopora_acuta_HIv2___RNAseq.g28206.t1",4520,3334,5255,2785,4925,6965,8622,4633,2842,2457
"Pocillopora_acuta_HIv2___RNAseq.g28208.t1",185,6,32,0,1062,538,0,474,147,0
"Pocillopora_acuta_HIv2___RNAseq.g28209.t1",2894,1670,7462,193,9063,525,381,6529,1815,0
"Pocillopora_acuta_HIv2___RNAseq.g28210.t1",2,7,270,583,200,108,832,337,223,5
"Pocillopora_acuta_HIv2___RNAseq.820_t",368,2067,425,1571,2192,3137,4810,2806,862,3573
"Pocillopora_acuta_HIv2___RNAseq.g28213.t1",4310,1393,10043,0,13984,0,0,549,7411,35
"Pocillopora_acuta_HIv2___RNAseq.g28214.t1",332,314,834,107,434,0,0,0,304,0
"Pocillopora_acuta_HIv2___RNAseq.g28215.t1",573,0,1014,0,308,520,4,3,170,0
"Pocillopora_acuta_HIv2___RNAseq.g28216.t1",339,0,1286,0,1537,0,1140,1129,0,0
"Pocillopora_acuta_HIv2___TS.g11002.t4",153,339,114,220,12,736,123,83,0,6
"Pocillopora_acuta_HIv2___RNAseq.g28226.t2",453,974,0,2231,110,2864,761,0,0,87
"Pocillopora_acuta_HIv2___RNAseq.g28227.t1",250,0,293,0,405,0,0,1401,106,0
"Pocillopora_acuta_HIv2___TS.g11018.t1",373,0,347,0,667,0,61,390,45,104
"Pocillopora_acuta_HIv2___TS.g11020.t1",0,80,383,0,56,130,1513,8674,0,2037
"Pocillopora_acuta_HIv2___RNAseq.g28240.t1",1333,4782,2553,4342,2379,2289,62,4487,693,0
"Pocillopora_acuta_HIv2___TS.g11023.t1",230,0,221,0,1336,0,0,90,0,454
"Pocillopora_acuta_HIv2___RNAseq.g28244.t1",170,139,367,0,771,305,0,963,61,28
"Pocillopora_acuta_HIv2___RNAseq.g28251.t1",3738,234,5252,977,4884,2388,2156,8419,2200,163
"Pocillopora_acuta_HIv2___RNAseq.g28252.t1",1763,7177,1115,6288,561,11211,17434,6959,0,2006
"Pocillopora_acuta_HIv2___RNAseq.g28253.t1",14554,0,9440,3066,23482,12001,12584,22387,8596,0
"Pocillopora_acuta_HIv2___RNAseq.g28254.t1",5462,8168,2038,4767,4709,9967,0,8300,0,6310
"Pocillopora_acuta_HIv2___RNAseq.g28255.t1",3321,154,2200,714,5614,426,386,2591,2273,41
"Pocillopora_acuta_HIv2___RNAseq.g28256.t1",1193,381,3098,561,1540,2473,2841,3976,0,41
"Pocillopora_acuta_HIv2___RNAseq.g28257.t1",8350,4703,2987,5680,11162,4224,2356,7046,13441,5944
"Pocillopora_acuta_HIv2___RNAseq.g28258.t1",5424,2548,9686,3078,11383,3920,2089,7507,7331,1683
"Pocillopora_acuta_HIv2___RNAseq.g28259.t1",528,1026,638,205,1081,311,0,2067,75,388
"Pocillopora_acuta_HIv2___TS.g11046.t1",1429,778,3510,5826,3816,2419,2469,2237,0,2937
"Pocillopora_acuta_HIv2___RNAseq.g28263.t1",505,2434,2216,2148,3901,1027,411,1297,1090,215
"Pocillopora_acuta_HIv2___RNAseq.g28264.t1",37,0,822,280,740,929,1462,249,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28265.t1",203,191,2,1247,99,1966,0,7,1952,0
"Pocillopora_acuta_HIv2___RNAseq.g28267.t1",416,286,374,347,40,104,0,459,0,91
"Pocillopora_acuta_HIv2___RNAseq.g28268.t1",658,121,778,7,2113,1512,1112,702,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28269.t1",450,770,840,0,71,136,23,170,122,1
"Pocillopora_acuta_HIv2___RNAseq.g28270.t1",1823,31,42,0,1328,0,0,937,0,0
"Pocillopora_acuta_HIv2___TS.g11056.t1",824,1769,1911,958,1483,2616,863,1826,0,289
"Pocillopora_acuta_HIv2___RNAseq.g28273.t1",1951,957,976,1669,1230,2595,868,1046,490,0
"Pocillopora_acuta_HIv2___RNAseq.g28282.t1",15,41,19,32,52,101,9,46,35,156
"Pocillopora_acuta_HIv2___RNAseq.g28285.t1",3474,963,7600,1015,3341,2787,3201,6548,4660,5403
"Pocillopora_acuta_HIv2___RNAseq.g28288.t1",2022,849,219,0,126,1085,0,0,117,41
"Pocillopora_acuta_HIv2___RNAseq.g28289.t1b",402,274,0,0,72,174,0,189,44,0
"Pocillopora_acuta_HIv2___RNAseq.g28290.t1",617,272,1450,641,1905,398,225,1375,2196,0
"Pocillopora_acuta_HIv2___TS.g11075.t2",1442,100,616,0,1952,0,0,945,208,0
"Pocillopora_acuta_HIv2___RNAseq.g28292.t1",666,2400,2341,1176,1185,550,2113,3224,2764,2118
"Pocillopora_acuta_HIv2___RNAseq.g28293.t1",927,2115,1616,847,1922,850,1941,4071,31,77
"Pocillopora_acuta_HIv2___TS.g11078.t1",861,652,2806,398,2229,852,0,3148,7,0
"Pocillopora_acuta_HIv2___RNAseq.g28295.t1",1,227,0,598,135,1101,0,164,115,0
"Pocillopora_acuta_HIv2___RNAseq.g28296.t1",246,731,575,2724,1405,899,27,809,190,0
"Pocillopora_acuta_HIv2___RNAseq.g28297.t1",324,33,365,619,953,808,344,882,212,112
"Pocillopora_acuta_HIv2___RNAseq.g28298.t1",536,180,162,0,72,0,20,795,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28299.t1",1016,1574,3087,1533,2490,1004,2321,1702,1017,212
"Pocillopora_acuta_HIv2___TS.g11103.t1",1203,292,556,589,934,571,324,987,770,707
"Pocillopora_acuta_HIv2___RNAseq.g28326.t1",90,1259,291,342,1213,0,1149,389,63,0
"Pocillopora_acuta_HIv2___RNAseq.g28327.t4",4269,2474,2877,2765,4612,2283,3320,4858,3139,2082
"Pocillopora_acuta_HIv2___TS.g11111.t2",857,9785,1333,9467,1607,10182,8834,3404,654,3130
"Pocillopora_acuta_HIv2___TS.g11112.t3",995,449,2015,569,1793,825,403,2833,458,225
"Pocillopora_acuta_HIv2___RNAseq.g28335.t1",176,1393,1392,2198,797,3308,1491,1557,1121,282
"Pocillopora_acuta_HIv2___RNAseq.953_t",2526,372,1567,819,5082,165,25,2673,1401,0
"Pocillopora_acuta_HIv2___RNAseq.g28339.t1",2373,0,2849,0,3432,249,228,5558,2016,461
"Pocillopora_acuta_HIv2___TS.g11126.t1",1486,747,3219,552,553,1529,837,1947,563,0
"Pocillopora_acuta_HIv2___RNAseq.g28342.t1",3839,8670,11130,9462,12464,8492,1551,8409,5231,6711
"Pocillopora_acuta_HIv2___RNAseq.g28344.t1b",143,0,447,0,100,128,0,143,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28345.t1b",0,83,1899,0,711,1983,1071,2732,974,0
"Pocillopora_acuta_HIv2___RNAseq.g28347.t1",994,1060,680,885,1503,397,0,489,1333,12
"Pocillopora_acuta_HIv2___TS.g11135.t2",303,1144,746,424,752,394,0,450,63,323
"Pocillopora_acuta_HIv2___RNAseq.g28349.t1",958,787,1458,2067,3312,977,697,1255,963,996
"Pocillopora_acuta_HIv2___TS.g11137.t1",2581,1116,3370,588,8710,1837,0,2912,3977,0
"Pocillopora_acuta_HIv2___RNAseq.g28351.t1",590,213,2491,1278,1433,1020,574,2215,2932,0
"Pocillopora_acuta_HIv2___RNAseq.g28353.t1",6,43,10,42,20,41,22,34,5,163
"Pocillopora_acuta_HIv2___RNAseq.g28354.t1",314,155,71,826,999,611,324,1143,0,102
"Pocillopora_acuta_HIv2___RNAseq.g28357.t1",0,418,251,1070,92,271,1161,584,0,0
"Pocillopora_acuta_HIv2___TS.g11147.t1",634,39,380,646,667,122,598,1435,84,0
"Pocillopora_acuta_HIv2___RNAseq.g28362.t1",3215,911,3230,567,3073,1705,993,2846,1469,89
"Pocillopora_acuta_HIv2___RNAseq.g28363.t1",288,28,1063,960,1353,297,153,1047,368,204
"Pocillopora_acuta_HIv2___RNAseq.g28365.t1",0,339,8,295,9,0,385,49,24,64
"Pocillopora_acuta_HIv2___RNAseq.g28364.t1",1622,0,2554,0,1685,884,0,2109,716,537
"Pocillopora_acuta_HIv2___RNAseq.g28369.t1",1783,989,2061,1331,2093,893,3433,1478,1256,0
"Pocillopora_acuta_HIv2___RNAseq.986_t",174,0,195,95,438,267,866,123,68,1212
"Pocillopora_acuta_HIv2___RNAseq.g28376.t1",9663,2485,11660,11322,9107,3839,5038,10205,2531,70
"Pocillopora_acuta_HIv2___RNAseq.g28377.t1",7361,5224,8628,1464,11932,5685,4831,9464,6392,7970
"Pocillopora_acuta_HIv2___RNAseq.g28378.t1",13154,9796,11467,7676,11284,12207,5967,15279,10580,5461
"Pocillopora_acuta_HIv2___RNAseq.g28379.t1",446,921,310,478,256,100,86,190,592,374
"Pocillopora_acuta_HIv2___TS.g11166.t1",227,0,466,0,299,877,873,955,0,0
"Pocillopora_acuta_HIv2___TS.g11167.t1",46,0,159,0,87,12,22,28,0,1617
"Pocillopora_acuta_HIv2___RNAseq.g28382.t1",305,416,879,0,680,21,0,1328,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28385.t1",2886,896,1674,1738,3762,1043,2340,4310,2834,1748
"Pocillopora_acuta_HIv2___RNAseq.g28386.t1",25,93,60,5,164,126,6,218,4,112
"Pocillopora_acuta_HIv2___RNAseq.g28387.t1",12,307,570,6,830,277,1346,118,14,4
"Pocillopora_acuta_HIv2___RNAseq.g28393.t1",229,23,0,356,115,0,973,0,211,0
"Pocillopora_acuta_HIv2___TS.g11181.t1",21,0,527,0,625,0,0,680,1135,0
"Pocillopora_acuta_HIv2___TS.g11182.t1",596,433,704,1207,244,0,806,289,114,0
"Pocillopora_acuta_HIv2___RNAseq.g28396.t1",2274,1473,3433,4176,5326,3174,4450,5230,4614,1664
"Pocillopora_acuta_HIv2___TS.g11183.t1",49,46,21,21,84,128,0,158,0,28
"Pocillopora_acuta_HIv2___RNAseq.g28397.t1",104,943,234,0,498,0,182,699,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28398.t1",1253,470,104,0,1199,0,0,37,141,0
"Pocillopora_acuta_HIv2___TS.g11189.t1",2782,0,2279,0,3870,0,0,1630,680,1788
"Pocillopora_acuta_HIv2___RNAseq.g28403.t2",1216,465,197,1179,517,698,17,415,131,169
"Pocillopora_acuta_HIv2___RNAseq.g28404.t1",3491,1846,3666,1168,4422,2049,2548,6368,2171,1433
"Pocillopora_acuta_HIv2___RNAseq.g28406.t1",1996,4268,4718,127,5232,837,1152,1436,150,0
"Pocillopora_acuta_HIv2___RNAseq.g28407.t1",301,463,112,740,35,341,14,782,0,6
"Pocillopora_acuta_HIv2___RNAseq.g28408.t1",771,18,1018,13,1172,2,0,433,629,0
"Pocillopora_acuta_HIv2___RNAseq.g28409.t1",3812,924,5594,2110,4751,5369,777,1613,500,409
"Pocillopora_acuta_HIv2___TS.g11197.t1",303,3597,442,629,196,1447,3689,80,833,0
"Pocillopora_acuta_HIv2___TS.g11199.t1",2033,4130,1279,422,3271,366,1656,2849,1536,0
"Pocillopora_acuta_HIv2___RNAseq.g28415.t1",2838,3793,2964,2441,5317,2777,3216,4075,1106,5324
"Pocillopora_acuta_HIv2___RNAseq.g28423.t1",447,0,103,236,0,33,0,14,0,113
"Pocillopora_acuta_HIv2___RNAseq.g28425.t1",203,0,365,0,308,0,461,1232,259,0
"Pocillopora_acuta_HIv2___RNAseq.g28427.t1",2798,2569,1050,2430,8198,4664,2829,6983,1723,1432
"Pocillopora_acuta_HIv2___RNAseq.g28433.t1",3117,2205,3326,755,3925,0,2162,1829,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28434.t1",1324,492,282,571,71,1125,627,197,356,0
"Pocillopora_acuta_HIv2___RNAseq.g28435.t2",1093,720,565,238,2815,232,1490,1082,1204,1990
"Pocillopora_acuta_HIv2___RNAseq.g28442.t1",109,62,33,86,180,88,0,59,205,0
"Pocillopora_acuta_HIv2___RNAseq.g28445.t1",18,33,53,0,5,0,26,1,0,80
"Pocillopora_acuta_HIv2___RNAseq.g28450.t1",15,263,39,391,123,232,147,15,54,505
"Pocillopora_acuta_HIv2___RNAseq.g28451.t1",6389,51881,2082,61284,8046,81350,44696,13452,2681,53371
"Pocillopora_acuta_HIv2___RNAseq.g28452.t1",1920,0,514,2223,1350,0,0,13,0,221
"Pocillopora_acuta_HIv2___RNAseq.g28453.t1",14,1488,141,0,1530,0,0,1137,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28456.t1",178,0,1428,0,456,10,351,425,1897,0
"Pocillopora_acuta_HIv2___RNAseq.g28458.t1",2957,1290,1532,1077,1230,1958,787,984,1134,28
"Pocillopora_acuta_HIv2___RNAseq.g28460.t1",0,0,559,0,1874,1808,2500,817,1426,0
"Pocillopora_acuta_HIv2___RNAseq.g28459.t1",290,556,143,336,824,429,592,760,2627,181
"Pocillopora_acuta_HIv2___RNAseq.g28461.t1",4113,5557,3638,6469,8344,4793,2802,8674,7120,4812
"Pocillopora_acuta_HIv2___TS.g11246.t1",0,0,113,881,1008,163,0,518,816,204
"Pocillopora_acuta_HIv2___RNAseq.g28462.t1",42,0,96,1313,130,0,565,163,171,476
"Pocillopora_acuta_HIv2___RNAseq.g28463.t1",3897,7107,4118,4924,4803,4780,2821,4724,4854,6940
"Pocillopora_acuta_HIv2___RNAseq.g28464.t1",1,17,294,0,0,1125,0,46,4263,0
"Pocillopora_acuta_HIv2___RNAseq.g28465.t1",4739,5600,7332,3134,4587,7340,8770,8376,1891,3044
"Pocillopora_acuta_HIv2___RNAseq.g28466.t1",427,37,2221,0,1370,0,0,1675,332,68
"Pocillopora_acuta_HIv2___RNAseq.g28468.t1",476,1278,355,0,1394,1044,2079,195,0,890
"Pocillopora_acuta_HIv2___TS.g11253.t1",201,71,116,166,285,182,270,190,326,574
"Pocillopora_acuta_HIv2___TS.g11258.t1",350,26,321,94,366,102,47,53,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28485.t1",201,101,288,0,103,136,104,255,63,197
"Pocillopora_acuta_HIv2___RNAseq.g28487.t1",27,19,31,50,53,172,19,82,59,153
"Pocillopora_acuta_HIv2___RNAseq.g28488.t2",5483,5053,6873,2135,4727,3166,2118,4302,1571,2048
"Pocillopora_acuta_HIv2___TS.g11272.t1",351,314,905,304,763,1111,0,702,721,0
"Pocillopora_acuta_HIv2___TS.g11273.t1",461,271,79,685,473,67,426,689,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28494.t1",1018,416,1317,926,2135,2683,1353,3874,0,72
"Pocillopora_acuta_HIv2___RNAseq.g28495.t1",5656,6519,5041,6222,9868,7379,14023,7943,5307,9330
"Pocillopora_acuta_HIv2___RNAseq.g28496.t1",842,7191,3198,3918,4125,2122,1252,5380,1095,509
"Pocillopora_acuta_HIv2___RNAseq.g28497.t1",193,201,290,57,395,969,579,512,309,2126
"Pocillopora_acuta_HIv2___RNAseq.g28498.t1",865,0,23,422,0,602,0,557,0,377
"Pocillopora_acuta_HIv2___TS.g11283.t1",804,2415,2126,1533,2777,2695,478,470,416,40
"Pocillopora_acuta_HIv2___RNAseq.g28502.t1",235,2866,0,2993,89,6762,6248,139,0,3679
"Pocillopora_acuta_HIv2___TS.g11286.t1",135,1470,14,2224,327,6349,4706,421,0,3806
"Pocillopora_acuta_HIv2___RNAseq.g28504.t1",329,1078,29,1828,233,1677,1258,169,0,3151
"Pocillopora_acuta_HIv2___TS.g11290.t1",67,0,152,467,150,0,0,0,166,0
"Pocillopora_acuta_HIv2___TS.g11294.t1",2196,352,968,994,2236,1935,3742,2470,568,219
"Pocillopora_acuta_HIv2___RNAseq.g28512.t1",914,587,285,421,223,573,261,318,391,381
"Pocillopora_acuta_HIv2___RNAseq.g28513.t1",1740,774,1067,1084,710,927,1097,1659,579,750
"Pocillopora_acuta_HIv2___RNAseq.g28514.t1",100,0,349,0,743,153,1976,596,195,0
"Pocillopora_acuta_HIv2___TS.g11318.t1",46,33,26,66,107,94,137,64,15,28
"Pocillopora_acuta_HIv2___RNAseq.g28544.t1",217,189,354,245,370,259,167,463,107,85
"Pocillopora_acuta_HIv2___RNAseq.g28545.t1",28,54,50,32,59,49,47,67,5,22
"Pocillopora_acuta_HIv2___RNAseq.g28548.t1",121,0,19,22,249,0,0,0,0,181
"Pocillopora_acuta_HIv2___RNAseq.g28550.t1",30,145,21,18,28,100,1,35,0,20
"Pocillopora_acuta_HIv2___RNAseq.g28566.t1",2532,1699,1254,703,3669,1072,1145,3579,1097,3195
"Pocillopora_acuta_HIv2___RNAseq.g28567.t1",192,1533,156,1324,2148,112,1167,964,0,39
"Pocillopora_acuta_HIv2___RNAseq.g28568.t1",16,0,257,0,0,848,119,677,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28571.t1",633,376,1161,539,721,638,68,102,7,547
"Pocillopora_acuta_HIv2___RNAseq.1177_t",1073,0,802,1753,671,0,0,717,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28573.t1",194,307,283,1085,715,0,480,753,0,0
"Pocillopora_acuta_HIv2___RNAseq.1179_t",1976,991,0,10,1031,25,476,507,0,1436
"Pocillopora_acuta_HIv2___TS.g11360.t1",2,475,0,1515,0,1015,3167,0,1,428
"Pocillopora_acuta_HIv2___RNAseq.g28577.t1",0,49,0,50,15,160,161,22,9,9
"Pocillopora_acuta_HIv2___RNAseq.g28582.t1",609,565,750,819,2376,2002,1277,749,307,1820
"Pocillopora_acuta_HIv2___RNAseq.g28583.t1",0,265,130,713,431,295,579,698,973,0
"Pocillopora_acuta_HIv2___RNAseq.g28585.t1",0,635,109,280,47,664,531,164,0,51
"Pocillopora_acuta_HIv2___RNAseq.g28584.t1a",260,0,0,242,241,0,0,399,549,0
"Pocillopora_acuta_HIv2___RNAseq.g28584.t1b",505,230,755,213,678,381,0,243,381,0
"Pocillopora_acuta_HIv2___TS.g11372.t1b",220,262,0,0,35,0,0,369,67,0
"Pocillopora_acuta_HIv2___TS.g11372.t1a",472,186,405,45,543,227,0,254,0,99
"Pocillopora_acuta_HIv2___RNAseq.g28588.t1",1211,1113,730,1100,1247,358,456,1136,1175,2050
"Pocillopora_acuta_HIv2___RNAseq.g28589.t1",10585,10433,9862,7077,16366,11192,13405,19179,8671,4243
"Pocillopora_acuta_HIv2___RNAseq.g28595.t1",2609,377,723,291,1087,0,335,281,1520,272
"Pocillopora_acuta_HIv2___RNAseq.g28596.t1",51,329,0,538,0,349,1015,324,58,0
"Pocillopora_acuta_HIv2___RNAseq.g28599.t1",334,14,207,71,519,8,60,618,0,11
"Pocillopora_acuta_HIv2___TS.g11384.t1",17,8,13,11,19,14,17,9,10,8
"Pocillopora_acuta_HIv2___RNAseq.g28602.t1",0,0,7,439,475,953,693,307,545,0
"Pocillopora_acuta_HIv2___RNAseq.g28601.t1",1394,0,1710,893,1181,316,857,1390,74,0
"Pocillopora_acuta_HIv2___TS.g11388.t2",908,0,816,733,1268,14,327,815,78,0
"Pocillopora_acuta_HIv2___RNAseq.g28606.t1",3691,671,2080,108,4108,0,0,5564,5235,525
"Pocillopora_acuta_HIv2___RNAseq.g28610.t1",238,646,821,1159,1952,0,0,242,4,0
"Pocillopora_acuta_HIv2___RNAseq.g28611.t1",1208,2178,3214,1131,3733,1030,3294,4326,523,0
"Pocillopora_acuta_HIv2___RNAseq.g28612.t1",3289,497,4145,2909,5288,4585,4778,7905,3631,702
"Pocillopora_acuta_HIv2___RNAseq.g28613.t1",2711,568,688,10,1193,1930,1629,1588,1504,33
"Pocillopora_acuta_HIv2___RNAseq.g28614.t1",934,0,1118,0,721,622,0,494,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28615.t1",673,66,26,4,84,46,9,21,235,303
"Pocillopora_acuta_HIv2___RNAseq.g28616.t1",963,0,169,1483,447,721,0,468,650,0
"Pocillopora_acuta_HIv2___RNAseq.g28618.t1",0,238,182,179,441,2,207,521,2259,0
"Pocillopora_acuta_HIv2___TS.g11400.t1",1911,1164,3372,2694,1052,1818,1795,1357,1541,0
"Pocillopora_acuta_HIv2___TS.g11409.t1",876,238,1204,1477,411,897,683,473,674,0
"Pocillopora_acuta_HIv2___RNAseq.g28626.t1",5,783,642,762,1309,286,372,312,298,0
"Pocillopora_acuta_HIv2___RNAseq.g28629.t1",6,19,0,33,17,38,1,46,210,88
"Pocillopora_acuta_HIv2___RNAseq.g28633.t1",0,94,110,0,162,0,0,24,310,0
"Pocillopora_acuta_HIv2___RNAseq.g28638.t1",0,546,181,1075,1203,2380,1271,1590,1167,0
"Pocillopora_acuta_HIv2___RNAseq.g28640.t1",0,102,26,648,28,1109,0,371,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28634.t1",2085,1653,845,678,3783,206,2459,418,1227,0
"Pocillopora_acuta_HIv2___RNAseq.g28635.t1",9216,1693,5382,0,18464,0,0,5580,9319,0
"Pocillopora_acuta_HIv2___RNAseq.g28637.t1",14071,12461,12699,9649,16854,9808,12773,15348,13890,6652
"Pocillopora_acuta_HIv2___RNAseq.g28639.t1",442,10,162,0,254,159,0,544,781,0
"Pocillopora_acuta_HIv2___RNAseq.g28641.t1",3105,232,5062,0,6387,0,0,963,2795,0
"Pocillopora_acuta_HIv2___RNAseq.g28643.t1",685,0,429,0,1271,610,139,329,325,132
"Pocillopora_acuta_HIv2___RNAseq.1237_t",1699,1544,2236,61,2471,965,914,2271,812,245
"Pocillopora_acuta_HIv2___RNAseq.g28645.t1",3069,6554,7559,5507,9736,5177,1190,4231,5431,840
"Pocillopora_acuta_HIv2___RNAseq.g28647.t1",142,111,972,0,573,691,1,1425,271,0
"Pocillopora_acuta_HIv2___TS.g11434.t2a",1544,325,517,391,26,340,25,2310,64,1326
"Pocillopora_acuta_HIv2___TS.g11434.t2b",1428,343,2370,1400,2707,2829,710,3132,389,1033
"Pocillopora_acuta_HIv2___RNAseq.g28651.t1",240,61,158,0,234,84,148,224,395,0
"Pocillopora_acuta_HIv2___RNAseq.g28652.t1",323,976,46,868,0,1794,4895,355,0,97
"Pocillopora_acuta_HIv2___RNAseq.g28659.t1",358,957,1830,2698,1198,1466,0,1034,1094,428
"Pocillopora_acuta_HIv2___TS.g11441.t1",540,292,731,881,501,500,0,515,320,298
"Pocillopora_acuta_HIv2___RNAseq.g28661.t1",419,104,80,33,396,147,62,517,0,30
"Pocillopora_acuta_HIv2___TS.g11444.t1",0,386,301,0,1064,565,0,931,417,659
"Pocillopora_acuta_HIv2___RNAseq.g28662.t1",260,0,695,674,43,564,3326,0,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28668.t1",33,0,0,0,82,225,0,79,233,0
"Pocillopora_acuta_HIv2___TS.g11450.t1",840,465,46,24,770,1300,0,944,0,157
"Pocillopora_acuta_HIv2___RNAseq.g28671.t1",671,1548,318,0,1942,565,0,821,660,0
"Pocillopora_acuta_HIv2___RNAseq.g28674.t1",171,0,1713,0,673,177,2007,1220,0,1988
"Pocillopora_acuta_HIv2___RNAseq.1261_t",847,0,241,0,886,0,0,102,1549,0
"Pocillopora_acuta_HIv2___TS.g11455.t1",159,71,1978,499,1636,0,0,471,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28678.t1",2602,71,2284,394,4947,1062,31,2743,2105,0
"Pocillopora_acuta_HIv2___TS.g11457.t1",8837,4449,2894,691,8170,1807,1596,3583,8271,527
"Pocillopora_acuta_HIv2___RNAseq.g28680.t1",222,1234,1927,670,1851,1266,325,439,138,894
"Pocillopora_acuta_HIv2___RNAseq.g28682.t1",0,0,0,0,424,20,1414,498,0,93
"Pocillopora_acuta_HIv2___TS.g11461.t1",1132,170,1281,869,1442,459,1059,1741,887,597
"Pocillopora_acuta_HIv2___RNAseq.g28684.t1",1561,905,0,2343,148,184,841,641,635,0
"Pocillopora_acuta_HIv2___RNAseq.1270_t",2116,923,1047,574,3375,810,0,1979,0,0
"Pocillopora_acuta_HIv2___RNAseq.1271_t",2501,0,690,668,591,1224,0,1772,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28687.t1",971,0,2076,425,1233,0,2129,468,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28688.t1",1378,1685,2995,1276,1887,5048,9,2513,1175,1122
"Pocillopora_acuta_HIv2___RNAseq.g28689.t1",15,1831,80,315,0,72,0,518,0,7883
"Pocillopora_acuta_HIv2___RNAseq.g28690.t1",845,0,475,548,3110,205,0,1755,623,0
"Pocillopora_acuta_HIv2___RNAseq.g28691.t1",2996,1354,424,2585,638,1803,134,2471,0,0
"Pocillopora_acuta_HIv2___RNAseq.g28692.t1",2319,3504,3203,3468,4011,2270,1999,3302,1407,311
"Pocillopora_acuta_HIv2___RNAseq.g28693.t1",429,885,842,0,664,585,140,41,1573,0
"Pocillopora_acuta_HIv2___RNAseq.g28694.t2",2313,3316,2853,1381,2525,2725,229,2929,613,0
"Pocillopora_acuta_HIv2___TS.g11473.t1",606,0,1285,473,197,0,0,249,868,0
"Pocillopora_acuta_HIv2___TS.g11474.t1",859,1196,1722,553,3397,1132,0,1125,286,0
"Pocillopora_acuta_HIv2___RNAseq.g28697.t1",304,0,237,317,486,0,0,718,0,0
"Pocillopora_acuta_HIv2___RNAseq.1283_t",610,1718,446,652,1376,817,1037,670,414,0
"Pocillopora_acuta_HIv2___RNAseq.g28701.t1",108,187,387,33,513,75,56,510,544,0
"Pocillopora_acuta_HIv2___RNAseq.1286_t",3582,1682,3432,594,3216,503,308,2934,1247,232
"Pocillopora_acuta_HIv2___RNAseq.1287_t",222,0,356,853,629,244,1471,961,0,0
